Symbol,Price_Increase_Percentage
XRX,330.52
SLDB,330.29
REKR,329.95
RKDA,329.58
CIFR,329.57
FNMAS,329.36
ECX,329.04
SKIL,327.70
IFBD,326.97
SGMT,326.59
ALMS,325.47
ATHR,325.27
ARCT,325.00
UONEK,325.00
LPTH,325.00
VATE,324.31
USAS,324.05
CCLD,323.82
SLQT,323.46
SMHI,323.14
API,322.74
ENTA,321.52
ABOS,321.00
FTCI,320.93
BGLC,320.00
MRAI,319.79
CURV,319.27
VQSSF,319.24
FNKO,318.57
ADUR,318.53
CORT,318.44
FWRD,318.40
CALC,317.48
PDEX,317.47
IBRX,316.94
SGHT,316.26
TKLF,316.24
BYND,316.22
CRLBF,315.74
FATN,315.54
ENGN,315.09
BKTI,315.00
IMTX,314.85
AIXI,314.44
PLCE,314.39
MRMD,314.29
CE,314.19
BFRI,314.18
CIIT,314.16
LIVE,314.08
DAO,313.29
XIACY,313.12
FLUX,313.04
AQB,312.50
UCL,312.50
MBOT,312.20
SWIN,312.06
AVXL,311.68
XPEV,311.52
TSHA,311.43
SEAT,311.15
KSS,311.09
UCAR,310.17
SIEB,309.22
XMTR,309.12
GPCR,309.08
EPSM,309.05
ZYBT,308.57
RUN,308.44
CELZ,308.28
CNET,308.11
ALAB,307.04
OABI,306.56
RCT,306.50
CODI,306.45
CREX,306.25
AMTY,305.80
HNRG,305.55
BGFV,305.00
ATYR,304.93
ACHC,304.76
CRDL,304.72
COE,304.59
MASS,304.42
MSC,304.35
LFWD,304.24
CWBHF,303.85
AUST,303.80
PROP,303.58
OPRX,303.44
AISP,303.16
CVKD,301.93
PLNH,301.86
WLFC,301.55
AMN,301.55
AARD,301.23
STAK,300.88
CRMD,300.55
ZIVO,300.54
ADV,300.00
IPA,300.00
NDLS,300.00
OLB,300.00
TEM,299.52
VSAT,299.10
LSE,298.67
RIGL,298.66
LPSN,298.16
DPRO,297.90
BLBX,297.34
GSUN,297.33
ILAG,297.06
SLDP,297.06
ANNA,297.03
VERI,296.83
SURG,296.72
CNTB,296.08
IFRX,295.75
FRGE,295.45
SUPV,295.00
BFRG,294.52
MDAI,294.47
NFGC,294.30
PI,294.22
CLNN,294.19
WVE,293.76
SYNX,293.33
ADCT,293.33
ANL,292.73
ACLS,292.60
BGI,292.39
OPRT,291.95
MCRP,291.67
CSTE,291.62
CNTY,291.54
CVSI,291.30
VHC,291.27
AEYE,291.13
NBIS,290.63
RITR,290.62
BREA,290.08
OTLY,290.00
MODD,289.71
BETR,289.61
GOCO,288.89
SWVL,288.78
BHVN,288.70
VTLE,288.62
LUXE,288.20
AGX,288.16
PRE,288.03
PL,287.86
TIRX,287.85
AMTX,287.70
SKBL,287.23
ATLX,287.01
CYAN,286.96
KOPN,286.76
GVH,286.66
GLUE,286.29
RNAC,286.29
CADL,285.73
XWEL,285.60
CRDO,285.29
PTON,285.16
ANEB,284.95
CSCI,284.69
OCGN,284.27
SOS,283.91
LMND,283.82
ORLA,283.64
KALA,283.56
ATXG,283.51
SACH,283.46
DRRX,283.25
IMRX,283.00
SER,282.41
YHGJ,281.96
SMRT,281.52
AS,280.91
MESO,280.62
XNCR,280.45
ARMP,280.29
ACET,280.23
HTZ,280.16
WBTN,280.15
SHIM,280.00
AHG,278.69
REED,278.43
MOLN,277.98
HRTX,277.88
VG,277.78
ITOS,277.71
PLX,277.40
ORIC,277.12
MOBQ,277.12
ENPH,276.78
CLPT,276.13
IMUX,276.11
DUOL,275.68
AVR,275.64
EBS,275.62
VXRT,275.44
EDN,275.11
ARRY,275.00
IKT,275.00
CLIR,274.73
SMLR,274.64
MSPR,274.55
OBIO,274.26
ATRA,274.20
ITRM,273.76
HNST,273.75
AEI,272.80
NRSN,272.07
TVTX,271.91
RH,271.67
IAUX,271.57
XRTX,271.56
AFRM,270.92
SVC,270.76
SKE,270.73
MNTK,270.24
HYLN,269.37
STAA,269.33
RDIB,269.20
TE,269.07
SYRE,269.02
MOGO,268.92
BLIN,268.42
SITC,268.42
MGPI,268.31
ZTEK,268.29
CHRS,268.01
GNLX,267.81
ULCC,267.74
NOTE,267.67
WFRD,267.55
AKYA,267.35
TURB,267.26
SPWH,266.30
FBYD,266.02
HUT,265.98
XPRO,265.94
ODP,265.64
CPRI,265.43
TSE,265.28
TXG,265.19
SG,264.75
EBON,264.67
TRVG,264.38
ATXS,263.94
MIND,263.93
GMHS,263.50
RBRK,263.44
NNVC,262.77
BNR,262.39
IPM,261.84
VYGR,261.74
TUYA,261.68
CGEM,261.46
NRIX,261.37
SMTSF,261.07
AIRJ,260.96
BMR,260.75
EDSA,260.65
OPAL,260.32
BCAX,260.13
USAR,259.71
EWTX,259.62
GETY,259.20
LCUT,259.17
AMPY,259.03
NCTY,258.71
DTCK,258.59
PPTA,258.48
CLS,258.43
GANX,258.43
EYPT,257.80
ZETA,257.34
SDM,257.07
HYPR,256.67
AXTI,256.64
JFU,256.44
TBI,256.23
HCWB,255.99
ADPT,255.52
NVAX,255.49
CNCK,255.21
DOYU,255.11
APRE,254.82
BBAR,254.75
ENVX,254.46
WNC,254.42
PBF,254.15
VSCO,254.14
TISI,254.10
CLGN,253.55
HPP,253.37
RUM,253.25
GENK,253.16
ANTX,252.87
BZFD,252.80
BLMN,252.22
TSAT,252.01
OPT,251.96
NKTR,251.73
NMTC,251.54
HKD,251.52
CVNA,251.25
HROW,251.10
SCOR,251.01
ASRT,250.01
BTCM,250.00
TZOO,249.02
FHTX,248.64
TXMD,248.57
CMCO,248.47
NPCE,248.17
CRGO,248.03
SNSE,248.00
MB,247.99
TDW,247.90
DBI,247.74
SION,247.45
KGEI,247.02
NRDE,246.77
OCC,246.53
MSS,246.38
PCT,246.22
ICCM,245.83
PAVM,245.45
LSRCY,245.25
CHR,245.00
ABLV,244.64
OP,244.44
SGML,244.25
PRAX,243.93
MEI,243.50
LEDS,243.44
MCVT,243.36
LIXT,243.14
VSTA,242.98
CMPS,242.97
VSTS,242.88
CAL,242.38
SPIR,242.33
LVO,242.33
AEHR,241.95
GHRS,241.67
EAT,241.60
ERAS,241.58
JCSE,241.43
RXT,240.88
DOCS,240.84
MWG,240.76
ICAD,240.25
PLAY,239.99
BTBT,239.64
NEOV,239.41
UCTT,239.22
RRGB,239.20
COGT,238.98
ANAB,238.33
BBGI,238.24
UI,237.97
DTIL,237.95
IDN,237.92
ACIU,237.79
DDD,237.78
GDTC,237.49
SKYT,237.48
PETV,237.47
FIP,237.42
RAYA,237.32
NVX,237.04
BIOX,235.61
IRD,235.38
LINK,235.38
AOSL,235.37
HUHU,235.25
XOS,235.16
AMR,234.72
ISPR,234.57
VIR,234.49
CCM,234.21
GEV,233.79
ESGL,233.33
PGEN,233.18
EXFY,233.06
KIQSF,233.05
CSBR,233.05
JACK,232.95
BRY,232.70
AYTU,232.63
GRWG,232.48
SWIM,232.41
MDBH,232.41
LFMD,232.08
TBRG,231.26
XTLB,231.23
INSG,231.17
LUNG,231.10
BE,230.71
SMTC,230.69
IDYA,230.26
BRQSF,230.00
COCH,229.75
TTD,229.45
CLMT,229.30
GURE,228.84
STOK,228.60
EB,227.98
LEE,227.33
CBLL,227.17
CMMB,226.88
EDRY,226.84
NB,226.67
IMNM,226.41
CLDX,226.39
AIRG,226.20
RXRX,226.12
RNTX,225.93
LOVE,225.83
VERV,225.52
ELUT,225.47
SAGT,225.00
CIVI,224.88
AXIL,224.58
CABO,224.55
FENG,224.22
NWGL,224.04
IRRX,224.00
CRK,223.64
ZENV,223.53
AMCX,223.48
MDNAF,223.33
TMDX,222.49
UPLD,222.29
BROS,222.26
SSY,222.09
TIXT,222.07
TOP,222.00
CTKB,221.94
NTOIY,221.87
ALTG,221.75
SNT,221.35
SSTK,221.25
CELH,221.14
RCKY,221.12
LZM,221.03
CBAT,220.99
NERV,220.87
NVNO,220.79
LSF,220.59
BMBL,220.56
NMGX,220.51
PHOE,220.43
CDXS,220.00
SGHC,219.93
CLSK,219.90
RCFAF,219.75
AMKR,219.74
PACB,219.59
LDI,219.31
JANX,218.99
TYGO,218.86
VVOS,218.78
MREO,218.73
AXGN,218.66
DMAC,218.62
MXL,218.44
SDRL,218.26
PRTH,218.11
SCYX,218.06
PSNY,217.98
SPWR,217.92
PAL,217.85
ARWR,217.76
EHTH,217.32
IPX,217.28
TRVI,216.95
BGSF,216.84
BRLS,216.67
NTRB,216.47
SFIX,216.29
NEXN,215.73
TNDM,215.62
VERU,215.56
FARO,215.38
DNLI,215.33
WHWK,215.04
LCTX,214.98
ABSI,214.93
AIRI,214.67
GGAL,214.48
NEO,214.47
JWEL,214.41
ALT,214.10
XBIT,213.96
RPAY,213.93
SE,213.91
AMST,213.64
QUIK,213.62
SIFY,213.46
HLP,213.37
UAL,213.34
ZCMD,212.63
EXNRF,212.55
GTE,212.31
ARTW,211.99
RMCF,211.78
MODG,211.62
BTU,211.55
YI,211.22
PPSI,211.11
STRR,211.05
GYRE,210.97
BRNS,210.94
ELBM,210.91
DOUG,210.68
PACK,210.65
IREN,210.63
PAYS,210.56
MDRX,210.53
BB,210.45
GEO,210.30
ONFO,210.23
GOTU,210.16
COOK,210.16
VAL,210.13
CYD,209.98
MITQ,209.75
IONR,209.60
DRIO,209.32
SMWB,208.93
MARA,208.66
SSRM,208.56
FL,208.55
VFC,208.40
PUBM,208.18
SRZN,207.97
IRIX,207.93
CCTG,207.77
RHLD,207.65
FTRK,207.62
MBLY,207.54
ATKR,207.13
BWEN,207.09
AUID,206.98
TRDA,206.90
GCT,206.89
COMP,206.89
SOFI,206.49
NGVC,206.10
ZOOZ,206.05
CATO,205.94
LOOP,205.88
W,205.88
NSSC,205.74
FOXF,205.63
USAU,205.52
RGNX,205.37
GOSS,205.30
ESOA,205.08
ULBI,204.67
FOSL,204.55
IIPR,204.47
ABVX,204.40
CENN,204.39
ILLMF,204.00
RIG,203.55
BYSI,203.47
TLSA,203.42
MAIA,202.86
VIOT,202.76
BRZH,202.70
DSP,202.64
GSIT,202.47
INKT,202.41
SSL,202.16
YTRA,201.72
EVLV,201.72
PRPO,201.54
QIPT,201.48
SLND,201.08
ONL,200.68
VST,200.51
CORZ,200.48
ATOS,200.40
AVD,200.00
MGLD,200.00
INBS,200.00
KALRQ,200.00
PHCFF,200.00
RVLPQ,200.00
SOFO,200.00
BOLT,200.00
NRDY,199.90
PLL,199.81
JRVR,199.67
VREOF,199.66
ARHS,199.55
ISPO,199.36
KLTR,199.11
ELTX,199.10
XERS,199.01
IHRT,198.95
DSGN,198.85
MKTW,198.79
ALHC,198.72
GIPR,198.60
NCRA,198.57
SSP,198.53
OPOF,198.39
LASR,198.23
ALGT,198.14
CSIQ,198.02
CMPR,197.98
RYAM,197.97
FGI,197.79
TRMD,197.57
TGTX,197.38
ANF,197.22
NIU,196.97
MP,196.61
LVTX,196.40
CAMT,196.35
HOV,196.17
VHI,196.10
DDL,195.68
GBFH,195.63
NNBR,195.57
OLN,195.41
BARK,195.31
LANV,194.92
MRT,194.69
BNTC,194.32
ORGO,194.30
JOB,194.28
TUSK,194.05
CRNT,193.85
SHLS,193.73
PROF,193.57
BLDP,193.50
NNOX,193.33
INTJ,193.33
YPF,193.14
WWR,193.13
UEIC,192.59
UNFI,192.59
CLF,192.54
AIMD,192.50
ACHV,192.39
SNDX,192.19
VFF,192.04
RCUS,192.00
APUS,191.97
DLPN,191.83
TSLA,191.81
MPAA,191.74
POLA,191.67
DH,191.63
SAGE,191.56
SCPH,191.24
COHU,191.17
ASTL,191.13
VECO,191.08
IDWM,191.07
COCP,191.07
YYGH,190.91
HP,190.78
VRT,190.75
SCVL,190.71
OMI,190.61
GES,190.57
ISOU,190.27
CSTM,190.03
HFFG,190.00
FLYX,189.94
KLC,189.91
TATT,189.37
TWLO,189.37
FORD,189.35
USGO,189.20
AXON,189.10
OUST,189.04
CMPO,188.80
CYBN,188.57
SOL,188.43
OGN,188.39
LGCY,188.06
IQ,188.00
FLWS,187.56
POWL,187.36
XBP,187.34
STRZ,187.25
NCT,187.21
SKIN,187.18
BCDA,186.77
WETO,186.67
LMB,186.55
NN,186.53
SYPR,186.15
MTSR,186.10
WYY,185.95
EUDA,185.71
PMEC,185.71
INDO,185.44
SKYX,185.43
REI,185.42
XPOF,185.39
FLYW,185.37
EH,185.33
ASAIY,185.32
MAX,185.27
TARS,185.26
AURA,185.25
NEPH,185.13
TENX,184.84
DLTH,184.81
ETNB,184.62
PII,184.61
RECT,184.44
MCHP,184.23
MERC,184.06
GRCE,184.00
ADNT,183.47
TPC,183.45
VGZ,183.22
WXXWY,182.95
JILL,182.60
CC,182.58
BTE,182.35
ATER,182.35
CLNE,182.31
EXOZ,182.24
WOOF,182.06
INLX,182.05
FORM,181.80
IART,181.55
TEO,181.52
RDUS,181.17
AYRO,180.88
WHLM,180.83
MEIP,180.82
GRND,180.78
CYH,180.69
CRDF,180.57
BMA,180.48
LVRO,180.48
RCON,180.30
CDTX,180.28
NE,180.11
GAME,180.00
QS,180.00
GDYN,179.91
RBLX,179.80
GRNQ,179.72
KTCC,179.55
THTX,179.46
RZLT,179.26
CMP,179.23
CPHI,179.17
NWL,179.15
TLN,179.08
GTBIF,178.83
YSG,178.75
SNTG,178.60
ICHR,178.54
VERA,178.52
RDFN,178.51
JKS,178.39
ASC,178.37
ONTO,178.21
AFCG,178.11
BODI,178.11
ICLR,177.96
SHMD,177.94
AKRO,177.83
NRC,177.64
BTMD,177.63
MESA,177.53
TH,177.50
USEA,177.50
CCG,177.48
UUU,177.48
ZUMZ,177.37
CTRM,177.27
NXGL,177.17
URG,177.12
COOT,177.05
GCO,176.71
CRL,176.67
KRUS,176.44
STNG,176.43
CLCO,176.05
CCRD,175.89
DCTH,175.79
DAWN,175.66
BBNX,175.59
TVRD,175.58
ETWO,175.43
ZIMV,174.85
VRDN,174.75
SLS,174.61
SNPX,174.46
OLPX,174.26
XLO,174.19
BILL,174.12
KYMR,174.02
GSAT,174.00
DHX,173.97
DXYN,173.87
HUDI,173.81
ONEG,173.65
AQST,173.58
CGON,173.45
ASTH,173.36
ZIM,173.35
CVR,173.25
SAIA,172.59
THM,172.50
BVS,172.35
TALK,172.19
IPHA,172.15
MRX,172.15
ANTA,172.03
AMSC,171.96
APLS,171.80
TTEC,171.70
LITE,171.68
HIMX,171.68
GBR,171.64
KRMD,171.51
LWAY,171.27
DENN,171.23
AVDL,171.16
IMVT,170.99
NVRI,170.97
RMNI,170.92
CVU,170.83
MRVL,170.77
UONE,170.73
GLOB,170.73
OESX,170.70
CTGO,170.62
CMND,170.59
BAK,170.53
IZM,170.38
SVRA,170.37
DBRG,170.36
ADAG,170.24
FGF,170.23
QFIN,169.94
UIS,169.79
FPAY,169.78
HOFT,169.75
VRNT,169.75
EDUC,169.74
ALTO,169.74
FLYY,169.71
IE,169.56
CRS,169.54
STRT,169.36
ADTN,169.26
RXO,169.24
EEIQ,169.20
ATEC,169.16
YAAS,168.99
MKSI,168.78
ALYAF,168.75
PCRX,168.37
OSS,168.13
ANGI,167.92
PRPL,167.86
POWW,167.72
NAII,167.70
ONEW,167.70
PETZ,167.69
ANIK,167.40
AGIO,167.32
CBDBY,167.17
MD,166.92
AVAH,166.81
BALY,166.67
CDZI,166.67
SHOP,166.43
LAB,166.30
RVLV,166.17
VIVS,166.03
PYRGF,166.00
AZTA,165.91
UTI,165.89
NVCT,165.77
IBTA,165.76
BLND,165.62
NTIC,165.48
TPB,165.14
QRVO,164.84
HCAT,164.76
AI,164.71
IVA,164.71
ZIP,164.71
SHIP,164.64
IRTC,164.59
TLPH,164.44
CDNA,164.34
LUCD,164.32
CLMB,164.07
REPL,163.98
DALN,163.76
DIOD,163.41
TLS,163.39
VTSI,163.31
PUMSY,163.30
LGIH,163.30
LPG,163.21
FSLR,163.19
STM,163.13
MDB,162.82
GH,162.76
SHOO,162.52
NET,162.50
GNSS,162.34
FIVE,162.12
IOBT,162.12
BRFH,161.89
STLA,161.74
NGD,161.52
EVEX,161.37
OKYO,161.30
ORN,161.20
CELC,161.16
GNTA,160.93
BEAM,160.72
ROG,160.68
WTI,160.55
RNA,160.34
STG,160.24
PESI,160.00
WPRT,160.00
NVO,159.91
LE,159.87
FSLY,159.78
MYO,159.78
FEMY,159.74
SOHO,159.52
LSEA,159.52
CRNX,159.46
PXLW,159.34
RCEL,159.34
DNQAF,159.33
MDXH,159.26
AMWL,159.20
SIGA,159.19
SPRU,159.15
OEC,159.12
MGNI,159.00
PFAI,158.82
ELMD,158.81
PODC,158.77
ARAY,158.75
ULH,158.69
LILAK,158.39
EVFM,158.33
MNRO,158.33
LSPD,158.31
IHS,158.20
APYX,158.14
EFOI,158.12
MHH,158.06
ON,157.99
CNDT,157.89
VLRS,157.88
TPR,157.88
NUVB,157.79
CPS,157.76
TFIN,157.76
PLSE,157.73
TRML,157.70
OXM,157.62
NUS,157.52
SHYF,157.48
LAC,157.43
FRHC,157.37
INNV,157.31
IPWR,157.24
SRAD,157.21
WWW,157.20
ANGH,157.20
ASMB,157.16
LBRT,157.16
GMGI,157.14
AXL,157.00
IESC,157.00
REFR,156.99
APEI,156.95
HRI,156.69
EVOL,156.67
LRN,156.60
EPOW,156.45
RIOT,156.38
ATAI,156.31
ZK,156.31
SOC,156.22
SYM,156.04
MU,156.00
SIF,155.79
FLNT,155.33
NIO,155.30
SM,155.21
CIA,155.15
NABL,155.11
HLLY,155.00
JBI,154.85
LGO,154.71
AMBI,154.66
LILA,154.59
ARIS,154.50
SITM,154.44
TOPS,154.40
ATLC,154.32
REGN,154.20
HLF,153.97
CTRN,153.70
KZR,153.59
RGP,153.43
UNH,153.43
MAZE,153.35
YQ,153.17
ZDGE,153.17
CLW,153.01
PAM,152.85
KNDI,152.81
FUTU,152.66
KRNT,152.32
GDRX,152.32
MAMO,152.18
SWKS,152.16
GNFT,152.16
BTSG,151.92
TTI,151.78
ERO,151.61
ASAN,151.54
XTNT,151.51
BOOM,151.50
CLPS,151.48
ADMA,151.42
AHR,151.40
CXDO,151.37
GTEC,151.35
ARDX,151.09
UWMC,151.03
CHNR,151.00
DRTS,150.66
MXCT,150.48
VREX,150.44
SLSR,150.42
CPSH,150.39
TPL,150.28
GEOS,150.27
INTA,150.13
TOMZ,150.00
AXR,149.87
BILI,149.76
PDFS,149.69
DAVA,149.57
NRG,149.32
THRM,149.25
COHR,149.23
SPOT,149.20
LOMA,149.03
JBLU,148.80
DQ,148.79
UAA,148.74
BHC,148.74
LIF,148.73
SGRP,148.62
ZLAB,148.41
ECG,148.37
VALN,148.34
FATBB,148.33
EGRVF,148.20
GDST,148.20
TER,148.15
CRGY,148.02
HI,147.98
TOUR,147.89
ZH,147.84
CLB,147.83
ACDC,147.78
EGY,147.67
MPTI,147.56
DXPE,147.54
FKWL,147.51
HY,147.41
EL,147.22
OCX,147.14
ESLT,146.96
XYLO,146.91
CSAN,146.87
SPKKY,146.82
ANGO,146.80
DOMO,146.76
SLI,146.73
IEP,146.63
MTLS,146.56
DIBS,146.52
FUFU,146.33
CAVA,146.33
BWLP,146.31
ITRG,146.20
CHWY,146.18
KRON,146.15
BRIA,146.07
OMCL,146.03
APA,146.02
USLM,146.00
FTEK,145.95
SCHL,145.85
DSS,145.83
KARO,145.58
UNIT,145.53
SFM,145.48
BANL,145.45
TCMD,145.35
COIN,145.30
DYAI,145.22
SPRY,145.17
AVNW,145.10
ATNI,145.06
SNCR,145.01
NCSM,144.97
AMD,144.87
SNAP,144.77
LLYVA,144.71
OGI,144.71
RDVT,144.61
CRWD,144.61
CYRX,144.54
HSCS,144.49
AMRK,144.40
ST,144.40
MTEX,144.30
LAR,143.86
DELL,143.84
BGS,143.83
OCUL,143.79
LLYVK,143.76
MVIS,143.75
FEIM,143.62
RC,143.37
SOTGY,143.24
TWIN,143.18
HIPO,143.07
CEVA,143.07
INMB,143.06
CRI,143.05
ENTG,142.91
IAG,142.90
ARQ,142.81
TGS,142.73
DRTTF,142.66
SDHC,142.63
FORR,142.59
PAGS,142.55
APGE,142.37
DADA,142.31
PUMP,142.30
PMCB,142.29
METC,142.26
CHCI,142.14
ODD,142.10
FTAI,141.99
AEO,141.84
MLSS,141.81
CREG,141.77
DNTH,141.54
ARL,141.46
TEAM,140.96
CMBT,140.92
ELDN,140.87
NVCR,140.86
BWMX,140.86
HYMC,140.82
BYDDF,140.56
CAR,140.53
SIG,140.44
ALB,140.34
LC,140.08
BEAT,140.00
LTRN,140.00
SABR,139.90
HBB,139.85
VCYT,139.84
CCB,139.80
STHO,139.67
MXC,139.56
THCH,139.53
TDOC,139.53
WALD,139.39
ARQT,139.38
ALK,139.36
HE,139.34
FINV,139.31
LENZ,139.13
GLBE,139.08
DECK,138.99
ATRO,138.85
LIQT,138.81
PAY,138.72
VSH,138.55
ACRE,138.51
GTBP,138.37
AMPH,138.34
PBI,138.31
MX,138.25
LTRX,138.22
BNED,138.18
CLLS,138.18
IMMX,138.10
MSN,138.03
GSHD,137.94
BLIV,137.92
TMCI,137.67
WAY,137.46
SEMR,137.22
DTST,137.20
FIVN,137.17
ODV,137.07
AVTR,136.89
ICFI,136.69
XBIO,136.36
COTY,136.32
DSX,136.22
PETS,136.21
ARM,135.94
KIRK,135.85
TGI,135.79
MAPS,135.71
CLSD,135.68
RELY,135.52
HMY,135.51
USIO,135.48
AIOT,135.41
CGEN,135.40
ARCB,135.24
PNRG,135.23
CLVT,135.20
KEQU,135.18
BBW,135.15
AMC,135.10
AVBP,135.10
LQDA,134.99
CEPU,134.79
FC,134.74
LINC,134.72
AMRN,134.46
SYNA,134.45
HAFN,134.44
KRO,134.42
ELAN,134.41
CGNX,134.36
PGY,134.15
CLAR,134.11
PED,133.99
ALTI,133.91
HUN,133.89
INGN,133.86
TOON,133.64
UUUU,133.44
DERM,133.34
APOG,133.24
VOC,133.20
INDV,133.15
EGHT,133.11
KVYO,133.07
DK,133.03
EM,133.00
FPH,132.99
CRSR,132.92
OLO,132.86
DOOO,132.85
FGBI,132.82
SBSW,132.79
UNICY,132.76
OWLT,132.73
CXW,132.68
SRTS,132.65
GLSI,132.63
ABL,132.55
GCI,132.55
CWH,132.50
MRNO,132.46
ZVRA,132.38
MSB,132.27
NMM,132.25
WGO,132.14
HSON,132.04
AAP,132.02
CSTL,131.97
UEC,131.95
VET,131.91
SGC,131.83
BRTX,131.82
ISSC,131.81
CCO,131.70
MBI,131.68
KTOS,131.54
AIP,131.50
PARR,131.45
DAN,131.40
AVAV,131.39
HLIO,131.38
HITI,131.31
CNR,131.29
VIRC,131.25
CTSO,131.12
MCS,130.91
VANI,130.84
SIMO,130.77
HLX,130.77
HWM,130.70
CNTMF,130.58
FRPT,130.50
AHT,130.49
EXK,130.49
NCNO,130.40
GENC,130.37
DRD,130.36
VEON,130.34
TDS,130.22
WRBY,130.18
JOBY,130.04
YJ,129.99
FARM,129.93
UA,129.87
XRAY,129.85
CLBT,129.69
VMEO,129.65
CJMB,129.59
LCID,129.53
SNCY,129.51
PLG,129.29
NXE,129.16
ALOT,128.95
HEPS,128.81
ZDPY,128.78
FLXS,128.72
DNN,128.70
EXEL,128.70
BRN,128.70
STKS,128.69
GAUZ,128.61
NX,128.56
OLED,128.54
WLK,128.50
AESI,128.40
TEN,128.36
DOW,128.33
NXXT,128.31
GTIM,128.30
VWDRY,128.28
IBKR,128.11
IOT,128.08
ILMN,128.03
HUYA,128.01
PPIH,127.85
GOGL,127.83
PERF,127.81
VNRX,127.79
AMBC,127.71
MNOV,127.68
RAND,127.62
ATRC,127.61
PLMR,127.58
ICAGY,127.56
INTT,127.48
NEXT,127.38
GPMT,127.33
EYE,127.30
MGTX,127.27
PGNY,127.18
SRG,127.16
GTN,127.15
MUR,127.14
NYAX,127.13
CHRD,126.96
TTMI,126.95
KIND,126.88
CERS,126.79
AVPT,126.76
ASH,126.72
HZO,126.71
MIR,126.67
MOD,126.64
PLTK,126.45
GAMB,126.42
HBI,126.37
PSFE,126.29
NTGR,126.16
UK,126.00
CIEN,125.97
CRSP,125.97
PMVP,125.93
VZLA,125.93
ELVN,125.79
CNTA,125.65
CEG,125.64
CIXXF,125.47
ATROB,125.44
RNXT,125.32
ATGE,125.02
ARLO,125.00
ATAT,124.97
CHEB,124.96
SJT,124.92
ANET,124.77
QUAD,124.75
AAL,124.71
LSTA,124.60
TWST,124.56
EFXT,124.52
PAYO,124.45
GENI,124.41
INTG,124.36
ACLX,124.34
ERJ,124.29
INSW,124.23
XYZ,124.22
CMCM,124.17
AOUT,124.16
PRTC,124.06
SHEN,124.05
TORO,124.03
INCR,123.93
AGYS,123.89
URBN,123.86
NG,123.67
ODYS,123.60
TRUP,123.55
HPK,123.53
YALA,123.45
ARKO,123.36
YRD,123.30
STRL,123.28
GLBS,123.23
SLNG,123.18
LIANY,123.18
IRS,123.11
TLX,123.07
MLYS,123.06
EXPI,123.04
IRON,123.00
LOB,122.97
NOG,122.89
CENX,122.72
VTVT,122.69
MVO,122.68
LEGN,122.64
MNMD,122.60
SIRI,122.58
OPRA,122.55
GAIA,122.53
STKL,122.50
ILPT,122.45
SSSS,122.44
DASH,122.39
U,122.32
IMXI,122.24
CARS,122.18
TBCH,122.10
MANH,122.00
IDR,121.91
GDOT,121.90
AA,121.88
ASGN,121.81
FUNC,121.70
KGC,121.67
VTGN,121.58
WS,121.55
PHVS,121.53
MNSO,121.50
INBK,121.44
SOHU,121.31
MBBC,121.20
YOU,121.16
KPRX,121.12
DOCU,121.02
JHX,120.94
DINO,120.92
ACMR,120.91
PRCT,120.68
TFII,120.67
TGLS,120.66
NEWP,120.62
KELYA,120.46
FOUR,120.44
PRA,120.26
COYA,120.22
FENC,120.20
PTEN,120.12
LEG,120.09
BZH,120.09
EMBC,120.08
LKNCY,120.08
AACG,120.00
AWRE,120.00
BOSC,120.00
BLDE,119.99
GO,119.79
SWTX,119.78
QD,119.74
SATS,119.61
HOUS,119.56
NDEKY,119.53
BHR,119.44
CMCL,119.43
SLNO,119.31
MGRM,119.19
AMBA,119.12
TBN,119.05
GLACF,119.00
CEAD,118.93
MLEC,118.87
YASKY,118.86
MPWR,118.67
SOGP,118.64
TAYD,118.64
SA,118.62
PXS,118.58
IONS,118.54
PDS,118.43
ATI,118.38
CNK,118.29
UROY,118.18
FBIO,118.11
AES,118.08
EVR,118.03
NRDS,117.88
FORA,117.84
IGC,117.82
SMIT,117.82
TRNS,117.79
SLP,117.77
FOLD,117.73
IMPUY,117.72
ACTU,117.60
IAS,117.57
IMOS,117.53
ASYS,117.50
DC,117.39
NBTX,117.39
CFSB,117.35
ENLV,117.26
DLO,117.20
ROKU,117.17
LFCR,117.16
AU,117.16
OOMA,117.11
NGL,117.05
AXSM,117.02
CRESY,116.92
ROAD,116.89
GLNCY,116.82
TNK,116.79
CFFI,116.73
CMRE,116.61
GTLS,116.56
OFLX,116.43
IH,116.33
BIIB,116.30
INFU,116.27
MIRM,116.27
HSHP,116.08
VBNK,115.98
EP,115.96
TEX,115.95
TAC,115.93
MTUS,115.77
DARE,115.73
TPCS,115.61
ZYME,115.59
AMTM,115.49
IMMR,115.46
UPWK,115.44
MYPS,115.35
ARKR,115.27
PAMT,115.26
HDL,115.21
RCL,115.17
NFLX,115.11
CCS,115.03
DCOM,114.98
ELVA,114.97
IMPP,114.93
WILC,114.91
ZG,114.84
PBPB,114.65
MBC,114.64
SPT,114.63
CZR,114.63
EDU,114.61
LINE,114.59
Z,114.52
NSYS,114.48
TG,114.42
BRLT,114.40
SCL,114.27
RVP,114.20
AVNS,114.19
GFR,114.17
PLUR,114.11
ASTC,114.11
MEOH,114.02
REVG,114.02
BRAG,113.99
PRG,113.96
FRO,113.95
RVMD,113.92
SONO,113.91
OCS,113.90
BRKR,113.90
NYXH,113.87
KALU,113.82
LYFT,113.79
BC,113.78
WDC,113.74
